SOAR_NM,FP_UNIT_DESC,FP_DVSN_DESC,FP_DEPT_DESC,FP_CATG_GRP_DESC,CATG_DESC,sub_catg_desc,sortkey,nKSNID,nTRS,Revenue
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,FEMININE HYGIENE,ANTI-FUNGAL,04-038-0352-0452-0016-02,38,"226,603.00","2,809,782.67"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,FEMININE HYGIENE,DOUCHE,04-038-0352-0452-0016-01,14,"248,621.00","895,984.88"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,FEMININE HYGIENE,EXTERNAL PREPARATIONS,04-038-0352-0452-0016-04,50,"343,406.00","1,954,719.48"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,FEMININE HYGIENE,WASH IN FEM HY,04-038-0352-0452-0016-05,21,"169,009.00","954,256.25"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,INCONTINENCE PRODUCTS,INCONTINENCE PRODUCTS,04-038-0352-0452-0057-01,302,"1,702,072.00","23,299,153.69"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,SANITARY - EXTERNAL,PADS,04-038-0352-0452-0015-02,309,"2,469,965.00","15,397,254.06"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,SANITARY - EXTERNAL,SHIELDS/LINERS,04-038-0352-0452-0015-03,104,"1,114,727.00","5,388,483.93"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,SANITARY - INTERNAL,INTERNAL,04-038-0352-0452-0011-01,231,"1,250,828.00","8,351,249.24"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,TRAVEL SIZE,CREAMS & LOTIONS,04-038-0352-0452-0014-07,20,"218,558.00","458,125.74"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,TRAVEL SIZE,DENTAL,04-038-0352-0452-0014-04,50,"873,217.00","1,755,513.44"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,TRAVEL SIZE,MEN'S,04-038-0352-0452-0014-01,21,"270,795.00","683,488.42"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,TRAVEL SIZE,OTC - OVER THE COUNTER,04-038-0352-0452-0014-05,19,"192,252.00","460,975.53"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,TRAVEL SIZE,PLASTICS,04-038-0352-0452-0014-02,56,"473,444.00","1,263,891.50"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,TRAVEL SIZE,SHAMPOO,04-038-0352-0452-0014-08,39,"403,216.00","775,495.55"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,TRAVEL SIZE,SOAP/POWDERS,04-038-0352-0452-0014-03,39,"478,777.00","994,893.29"
DRUG                   ,DRUG STORE,HEALTH CARE,PERSONAL HYGIENE,PERSONAL HYGIENE,TRAVEL SIZE,WOMEN'S,04-038-0352-0452-0014-06,22,"186,587.00","351,228.36"
DRUG                   ,DRUG STORE,STATIONERY,BATTERIES AND FLASHLIGHT,FLASHLIGHT,FLASHLIGHTS,STANDARD,04-025-0174-0391-0005-01,97,"111,355.00","1,543,769.43"
DRUG                   ,DRUG STORE,STATIONERY,BATTERIES AND FLASHLIGHT,PHOTO BATTERIES,HP LITHIUM,HP LITHIUM,04-025-0174-0389-0044-01,36,"227,727.00","1,515,126.55"
DRUG                   ,DRUG STORE,STATIONERY,BATTERIES AND FLASHLIGHT,PRIMARY,ALKALINE,ALKALINE,04-025-0174-0388-0001-01,186,"3,331,006.00","28,743,641.38"
DRUG                   ,DRUG STORE,STATIONERY,BATTERIES AND FLASHLIGHT,WATCH/CALCULATOR BATTERI,WATCH/CALCULATOR BATT.,WATCH/CALCULATOR,04-025-0174-0390-0003-01,47,"142,662.00","816,476.36"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,HOME OFFICE,HOME & OFFICE SUPPLIES,BULK PAPER,04-025-0151-0290-0010-01,424,"1,015,782.00","5,279,036.26"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,HOME OFFICE,HOME & OFFICE SUPPLIES,FILE FOLDERS & ACCESS.,04-025-0151-0290-0010-05,125,"426,568.00","1,797,834.72"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,HOME OFFICE,HOME & OFFICE SUPPLIES,OFFICE ACCESSORIES,04-025-0151-0290-0010-02,525,"1,937,982.00","8,362,132.95"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,HOME OFFICE,HOME & OFFICE SUPPLIES,POST IT NOTES,04-025-0151-0290-0010-04,175,"348,795.00","1,494,116.68"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,KS - OFFICE SUPPLIES,OFFICE SUPPLIES,KS - HOME & OFFICE SUPPLI,04-025-0151-0094-0002-10,7,"138,195.00","777,050.67"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,MAILING SUPPLIES,MAILING SUPPLIES,MAILING,04-025-0151-0291-0030-02,165,"929,732.00","4,027,741.00"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,MAILING SUPPLIES,MAILING SUPPLIES,MOVING,04-025-0151-0291-0030-03,21,"163,517.00","734,019.98"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,MAILING SUPPLIES,MAILING SUPPLIES,PRE-PACKED MAILING SUPPLI,04-025-0151-0291-0030-04,38,"379,979.00","1,828,775.43"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,MAILING SUPPLIES,MAILING SUPPLIES,STATIONERY TAPE,04-025-0151-0291-0030-01,329,"1,155,673.00","4,347,336.59"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,SBT CALENDARS,SBT CALENDARS/DATED GOODS,MONTHLY PLANNERS,04-025-0151-1366-0001-08,50,"116,086.00","933,035.70"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,SBT CALENDARS,SBT CALENDARS/DATED GOODS,WALL CALENDARS,04-025-0151-1366-0001-01,211,"359,150.00","2,132,780.17"
DRUG                   ,DRUG STORE,STATIONERY,OFFICE SUPPLIES,SOCIAL STATIONERY,SOCIAL STATIONERY,BOXED ENVELOPES,04-025-0151-0293-0060-04,31,"417,745.00","1,041,363.65"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,ACTIVITIY KITS,04-025-0152-0294-0050-08,341,"730,568.00","7,715,680.47"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,ART AND CRAFT SUPPLIES,04-025-0152-0294-0050-06,85,"290,496.00","1,430,489.43"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,COLORED PENCILS,04-025-0152-0294-0050-05,52,"430,706.00","1,833,379.11"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,CRAYONS,04-025-0152-0294-0050-02,87,"844,306.00","2,597,679.35"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,FASHION,04-025-0152-0294-0050-09,11,"103,359.00","156,814.05"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,GLUE,04-025-0152-0294-0050-07,106,"812,627.00","2,244,001.73"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,MARKERS,04-025-0152-0294-0050-04,88,"513,057.00","2,443,922.80"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,PAINT AND SCISSORS,04-025-0152-0294-0050-03,70,"757,891.00","2,248,475.02"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,SBT ART SUPPLIES,04-025-0152-0294-0050-13,49,"366,054.00","1,113,379.14"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,ARTS & CRAFTS,ART SUPPLIES,WHITE AND CORK BOARDS,04-025-0152-0294-0050-01,104,"321,586.00","2,264,940.89"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,PAPER SUPPLIES,PAPER SUPPLIES,BINDERS,04-025-0152-0295-0080-01,314,"874,507.00","6,598,305.11"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,PAPER SUPPLIES,PAPER SUPPLIES,DIVIDERS/TABS,04-025-0152-0295-0080-10,17,"282,244.00","1,445,864.65"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,PAPER SUPPLIES,PAPER SUPPLIES,FILLER PAPER,04-025-0152-0295-0080-04,10,"431,717.00","1,052,941.48"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,PAPER SUPPLIES,PAPER SUPPLIES,MISC.SCHOOL SUPPLIES,04-025-0152-0295-0080-08,520,"772,528.00","2,584,754.38"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,PAPER SUPPLIES,PAPER SUPPLIES,NOTE BOOKS,04-025-0152-0295-0080-05,"1,019","2,120,031.00","7,357,682.16"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,PAPER SUPPLIES,PAPER SUPPLIES,PORTFOLIOS,04-025-0152-0295-0080-02,201,"1,022,578.00","2,422,288.97"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,PAPER SUPPLIES,PAPER SUPPLIES,SEASONAL SCHOOL SUPPLIES,04-025-0152-0295-0080-09,75,"377,267.00","1,075,324.60"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,WRITING SUPPLIES,WRITING INSTRUMENTS,BULK WRITING & HI LIGHTER,04-025-0152-0296-0070-06,64,"106,737.00","415,371.72"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,WRITING SUPPLIES,WRITING INSTRUMENTS,HI-LITER/PERM.MARKERS,04-025-0152-0296-0070-05,287,"988,973.00","3,826,138.27"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,WRITING SUPPLIES,WRITING INSTRUMENTS,MECHANICAL PENCILS,04-025-0152-0296-0070-04,152,"655,354.00","2,885,135.05"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,WRITING SUPPLIES,WRITING INSTRUMENTS,PENS,04-025-0152-0296-0070-01,530,"1,762,186.00","5,967,123.33"
DRUG                   ,DRUG STORE,STATIONERY,SCHOOL SUPPLIES,WRITING SUPPLIES,WRITING INSTRUMENTS,WOOD PENCILS,04-025-0152-0296-0070-02,132,"608,042.00","2,311,726.22"
DRUG                   ,DRUG STORE,STATIONERY,VALUE,INLINE,INLINE,COSMETICS,04-025-0784-2762-0012-03,73,"290,746.00","383,465.57"
DRUG                   ,DRUG STORE,STATIONERY,VALUE,INLINE,INLINE,HAIR CARE,04-025-0784-2762-0012-05,10,"153,695.00","208,367.53"
DRUG                   ,DRUG STORE,STATIONERY,VALUE,INLINE,INLINE,HOUSEHOLD,04-025-0784-2762-0012-08,24,"152,448.00","186,090.62"
DRUG                   ,DRUG STORE,STATIONERY,VALUE,INLINE,INLINE,MISC,04-025-0784-2762-0012-09,19,"128,426.00","169,449.38"
DRUG                   ,DRUG STORE,STATIONERY,VALUE,INLINE,INLINE,PET,04-025-0784-2762-0012-12,27,"156,969.00","185,622.76"
DRUG                   ,DRUG STORE,STATIONERY,VALUE,INLINE,INLINE,STATIONERY,04-025-0784-2762-0012-14,29,"173,255.00","251,461.04"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,AUDIO,CLOCK RADIOS,CLOCK RADIOS,DOCKING DEVICES,02-018-0135-0033-0087-04,37,"101,656.00","1,506,336.54"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,AUDIO,HOME STEREO,STEREOS,DOCKS,02-018-0135-0232-0023-01,232,"475,891.00","16,853,503.09"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,AUDIO,PORTABLE AUDIO,PORTABLE CD,DIGITAL AUDIO ACCESSORIES,02-018-0135-0233-0011-12,397,"311,864.00","2,582,598.93"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,AUDIO,PORTABLE AUDIO,PORTABLE CD,MP3,02-018-0135-0233-0011-03,189,"128,607.00","2,687,926.45"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,CAMERAS,CAM ACCESSORIES,CAM ACCESSORIES,SECURE DISK,02-018-0141-0251-0022-02,55,"295,863.00","4,729,833.78"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,COMMUNICATIONS,TELEPHONE/ACCESSORIES,CELLULAR PHONES,WIRELESS ACCESSORIES,02-018-0138-0245-0010-02,472,"924,171.00","10,453,476.04"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,COMMUNICATIONS,TELEPHONE/ACCESSORIES,CELLULAR PHONES,WIRELESS HANDSETS,02-018-0138-0245-0010-01,435,"406,062.00","14,240,390.97"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,COMMUNICATIONS,TELEPHONE/ACCESSORIES,CORDLESS PHONE,CORDLESS CID,02-018-0138-0245-0002-02,31,"223,893.00","5,777,589.57"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,COMMUNICATIONS,TELEPHONE/ACCESSORIES,CORDLESS PHONE,MULTIPLE HANDSET,02-018-0138-0245-0002-04,23,"130,316.00","6,354,246.92"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,COMMUNICATIONS,TELEPHONE/ACCESSORIES,PHONE ACCESSORIES,GEMINI PHONE ACCESSORIES,02-018-0138-0245-0004-02,96,"124,714.00","668,767.22"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,BLANK RECORDING MEDIA,BLANK / RECORDING AREA,CD-R COMPUTER,02-018-0367-0250-0035-06,19,"121,400.00","943,405.84"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,BLANK RECORDING MEDIA,BLANK / RECORDING AREA,CDR ACCESSORIES,02-018-0367-0250-0035-08,38,"109,943.00","805,405.67"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,BLANK RECORDING MEDIA,BLANK / RECORDING AREA,DVD RECORDABLE,02-018-0367-0250-0035-07,37,"128,147.00","1,235,056.35"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,COMPUTER ACCESSORIES,COMPUTER ACCESS & STORAGE,ACCESSORIES,02-018-0367-0241-0033-04,589,"447,029.00","7,627,308.51"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,COMPUTER ACCESSORIES,COMPUTER ACCESS & STORAGE,PRINTER INK,02-018-0367-0241-0033-02,140,"293,860.00","6,563,355.69"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,COMPUTER ACCESSORIES,COMPUTER ACCESS & STORAGE,STORAGE,02-018-0367-0241-0033-01,105,"324,438.00","4,345,334.43"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,COMPUTERS,LAP TOP,"TABLET UNDER 8""",02-018-0367-2169-0053-09,190,"284,186.00","30,990,096.48"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,IACCESSORIES,IACCESSORIES,CABLES,02-018-0367-2805-0013-03,49,"267,985.00","3,208,684.18"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,IACCESSORIES,IACCESSORIES,CASES,02-018-0367-2805-0013-01,355,"163,140.00","2,858,111.00"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,IACCESSORIES,IACCESSORIES,CHARGERS,02-018-0367-2805-0013-02,85,"167,978.00","1,875,959.75"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,SBT COMPUTER ACCESSORIES,SBT COMPUTER ACESSORIES,REMANUFACTURED INK,02-018-0367-0090-0093-02,50,"273,171.00","5,540,058.92"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,VIDEO/AUDIO ACCESSORIES,AUDIO/VIDEO ACCESSORIES,AUDIO VIDEO ACCESSORIES,02-018-0367-0234-0070-03,398,"940,482.00","13,478,299.29"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,VIDEO/AUDIO ACCESSORIES,AUDIO/VIDEO ACCESSORIES,HEADPHONES,02-018-0367-0234-0070-05,135,"140,135.00","1,114,992.25"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,VIDEO/AUDIO ACCESSORIES,AUDIO/VIDEO ACCESSORIES,SONY HEADPHONES 2,02-018-0367-0234-0070-35,368,"1,259,198.00","17,750,658.98"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,ELECTRONIC ACCESSORIES,VIDEO/AUDIO ACCESSORIES,AUDIO/VIDEO ACCESSORIES,SPEAKERS,02-018-0367-0234-0070-06,11,"199,052.00","927,238.80"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,TV,TUBE TELEVISIONS,"LCD 40"" +","LCD 40-45""",02-018-0140-2366-0008-20,47,"116,601.00","33,533,077.10"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,TV,TUBE TELEVISIONS,"LCD 40"" +","LCD 50-59""",02-018-0140-2366-0008-22,69,"148,899.00","70,101,754.13"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,TV,TUBE TELEVISIONS,"LCD < 40""","LCD 32-36""",02-018-0140-2366-0006-08,83,"331,724.00","69,577,020.10"
ELECTRONICS            ,HARDLINES,HOME ELECTRONICS,VIDEO,DVD HARDWARE,DVD HARDWARE,DVD PLAYER,02-018-0004-0038-0038-01,21,"267,165.00","9,364,273.66"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,GAMES & PC SOFTWARE,GAME SOFTWARE,VIDEO SFTWR NINTENDO,NINTENDO 3DS SW,02-012-0137-0236-0016-09,157,"114,598.00","2,510,690.93"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,GAMES & PC SOFTWARE,GAME SOFTWARE,VIDEO SFTWR NINTENDO,NINTENDO DS SOFTWARE,02-012-0137-0236-0016-07,402,"122,118.00","1,187,408.02"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,GAMES & PC SOFTWARE,GAME SOFTWARE,VIDEO SFTWR NINTENDO,WII,02-012-0137-0236-0016-08,466,"147,780.00","2,262,607.90"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,GAMES & PC SOFTWARE,GAMES ACCESSORIES,VIDEO GAME ACCES.,UNIVERSAL ACCESSORIES,02-012-0137-0244-0019-10,99,"154,660.00","3,023,877.58"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,GAMES & PC SOFTWARE,GAMES ACCESSORIES,VIDEO GAME ACCES.,XB360 ACCESSORIES,02-012-0137-0244-0019-16,80,"113,489.00","3,030,763.03"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,BLU RAY,BR ACTION/ ADVENTURE,ACTION/ ADVENTURE,02-012-0366-2297-0001-01,86,"116,449.00","2,576,982.00"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,DVD SOFTWARE,A-Z,ACTION ADVENTURE,02-012-0366-1276-0064-01,520,"705,416.00","6,898,610.11"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,DVD SOFTWARE,A-Z,COMEDY,02-012-0366-1276-0064-02,496,"472,101.00","3,109,478.40"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,DVD SOFTWARE,A-Z,DRAMA,02-012-0366-1276-0064-04,373,"207,527.00","1,810,554.57"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,DVD SOFTWARE,A-Z,HORROR,02-012-0366-1276-0064-05,163,"115,435.00","634,363.96"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,DVD SOFTWARE,DISNEY,ANIMATED,02-012-0366-1276-0068-01,154,"108,803.00","1,734,148.83"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,DVD SOFTWARE,FAMILY,FAMILY,02-012-0366-1276-0062-01,404,"575,711.00","4,013,665.22"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,DVD SOFTWARE,KIDS,ANIMATED,02-012-0366-1276-0061-01,928,"577,430.00","5,420,605.27"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,DVD SOFTWARE,RESTRICTED DVD,RESTRICTED DVD,02-012-0366-1276-0059-01,252,"219,276.00","1,665,889.55"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,SBT ENTERTAINMENT,SBT ENTERTAINMENT,SBT ACTION,02-012-0366-2646-0086-01,553,"694,676.00","4,376,606.93"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,SBT ENTERTAINMENT,SBT ENTERTAINMENT,SBT COMEDY,02-012-0366-2646-0086-03,249,"183,895.00","1,318,954.31"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,SBT ENTERTAINMENT,SBT ENTERTAINMENT,SBT DRAMA,02-012-0366-2646-0086-04,374,"273,484.00","1,907,700.91"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,SBT ENTERTAINMENT,SBT ENTERTAINMENT,SBT HORROR,02-012-0366-2646-0086-07,183,"216,900.00","1,201,537.67"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,SBT ENTERTAINMENT,SBT ENTERTAINMENT,SBT KIDS & FAMILY,02-012-0366-2646-0086-08,522,"577,334.00","3,420,858.11"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,SBT ENTERTAINMENT,SBT ENTERTAINMENT,SBT R/UNRATED ACTION,02-012-0366-2646-0086-13,167,"147,835.00","969,987.09"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,SBT ENTERTAINMENT,SBT ENTERTAINMENT,SBT TELEVISION,02-012-0366-2646-0086-12,229,"263,832.00","2,559,089.75"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,VHS,FAMILY,FAMILY,02-012-0366-0238-0051-01,58,"122,222.00","1,136,806.17"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MOVIES,VHS,KIDS,ANIMATED,02-012-0366-0238-0036-01,174,"199,921.00","1,337,439.77"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MUSIC,PRE-RECORDED MUSIC,COUNTRY WESTERN,COUNTRY WESTERN,02-012-0136-0237-0078-08,570,"145,425.00","1,658,425.34"
ELECTRONICS            ,HARDLINES,HOME ENTERTAINMENT,MUSIC,PRE-RECORDED MUSIC,ROCK,ROCK,02-012-0136-0237-0071-01,"1,460","210,144.00","1,859,576.79"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,LARGE MULTIPACKS,12 OR 15 PACK,05-033-0180-0410-0075-01,357,"3,774,574.00","21,800,356.34"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,LARGE MULTIPACKS,20 PACKS,05-033-0180-0410-0075-03,16,"233,089.00","1,844,304.07"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,LARGE MULTIPACKS,24 PACKS,05-033-0180-0410-0075-04,63,"1,407,711.00","12,289,409.39"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,MULTI SERVE,MULTI SERVE -  LITERS,05-033-0180-0410-0076-03,42,"325,450.00","442,259.54"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,MULTI SERVE,MULTI SERVE - 1- 1/2 LITE,05-033-0180-0410-0076-04,18,"375,710.00","510,821.17"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,MULTI SERVE,MULTI SERVE - 2 LITER,05-033-0180-0410-0076-01,229,"4,097,119.00","8,523,259.72"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,SINGLE SERVE,SINGLE SERVE - 1 LITER,05-033-0180-0410-0073-03,91,"782,254.00","1,273,780.84"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,SINGLE SERVE,SINGLE SERVE - 16 OUNCE,05-033-0180-0410-0073-01,220,"1,233,404.00","2,307,039.45"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,SINGLE SERVE,SINGLE SERVE - 20 OUNCE,05-033-0180-0410-0073-02,210,"8,268,517.00","14,949,241.91"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,SMALL MULTI PACKS,6 PACKS,05-033-0180-0410-0074-01,255,"2,931,092.00","8,185,407.53"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,CARBONATED SOFT DRINK,SMALL MULTI PACKS,8 PACKS,05-033-0180-0410-0074-02,117,"756,967.00","2,932,562.63"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,KS - BEVERAGES,SBT BEVERAGES,SBT BEBERAGES,05-033-0180-0998-0007-01,14,"170,765.00","3,477,497.73"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,NEW AGE/ WATER,NEW AGE CARBONATED,MULTI-PACK,05-033-0180-0411-0070-02,112,"322,230.00","2,019,753.19"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,NEW AGE/ WATER,NEW AGE CARBONATED,MULTI-SERVER,05-033-0180-0411-0070-03,38,"1,639,960.00","2,083,490.47"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,NEW AGE/ WATER,NEW AGE CARBONATED,SINGLE SERVE,05-033-0180-0411-0070-01,229,"2,142,687.00","4,558,784.91"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,NEW AGE/ WATER,NEW AGE NON-CARBONATED,1 LITER,05-033-0180-0411-0004-04,50,"1,398,270.00","1,769,143.48"
FOOD                   ,FOOD & CONSUMABLES,FOOD,BEVERAGES,NEW AGE/ WATER,NEW AGE NON-CARBONATED,MULTI-PACK,05-033-0180-0411-0004-02,212,"975,821.00","4,764,728.59"
